Year,Age Group Code,Age Group Description,Gender Code,Gender Description,Race Ethnicity Code,Race/Ethnicity Description,County Code,County,Population Hispanic
2009,0,Total,0,Total,5,Hispanic,54,Steuben,1191
2009,0,Total,0,Total,5,Hispanic,55,Suffolk,212450
2009,0,Total,0,Total,5,Hispanic,56,Sullivan,9389
2009,0,Total,0,Total,5,Hispanic,57,Tioga,748
2009,0,Total,0,Total,5,Hispanic,58,Tompkins,4069
2009,0,Total,0,Total,5,Hispanic,59,Ulster,13892
2009,0,Total,0,Total,5,Hispanic,60,Warren,1147
2009,0,Total,0,Total,5,Hispanic,61,Washington,1519
2009,0,Total,0,Total,5,Hispanic,62,Wayne,2985
2009,0,Total,0,Total,5,Hispanic,63,Westchester,189126
2009,0,Total,0,Total,5,Hispanic,64,Wyoming,1390
2009,0,Total,0,Total,5,Hispanic,65,Yates,382
2010,0,Total,0,Total,5,Hispanic,1,New York State,3416922
2010,0,Total,0,Total,5,Hispanic,2,New York City,2336076
2010,0,Total,0,Total,5,Hispanic,3,Bronx,741413
2010,0,Total,0,Total,5,Hispanic,4,Kings,496285
2010,0,Total,0,Total,5,Hispanic,5,New York,403577
2010,0,Total,0,Total,5,Hispanic,6,Queens,613750
2010,0,Total,0,Total,5,Hispanic,7,Richmond,81051
2010,0,Total,0,Total,5,Hispanic,8,Rest of State,1080846
2010,0,Total,0,Total,5,Hispanic,9,Albany,14917
2010,0,Total,0,Total,5,Hispanic,10,Allegany,670
2010,0,Total,0,Total,5,Hispanic,11,Broome,6778
2010,0,Total,0,Total,5,Hispanic,12,Cattaraugus,1345
2010,0,Total,0,Total,5,Hispanic,13,Cayuga,1896
2010,0,Total,0,Total,5,Hispanic,14,Chautauqua,8241
2010,0,Total,0,Total,5,Hispanic,15,Chemung,2240
2010,0,Total,0,Total,5,Hispanic,16,Chenango,929
2010,0,Total,0,Total,5,Hispanic,17,Clinton,2054
2010,0,Total,0,Total,5,Hispanic,18,Columbia,2454
2010,0,Total,0,Total,5,Hispanic,19,Cortland,1094
2010,0,Total,0,Total,5,Hispanic,20,Delaware,1560
2010,0,Total,0,Total,5,Hispanic,21,Dutchess,31267
2010,0,Total,0,Total,5,Hispanic,22,Erie,41731
2010,0,Total,0,Total,5,Hispanic,23,Essex,993
2010,0,Total,0,Total,5,Hispanic,24,Franklin,1506
2010,0,Total,0,Total,5,Hispanic,25,Fulton,1263
2010,0,Total,0,Total,5,Hispanic,26,Genesee,1616
2010,0,Total,0,Total,5,Hispanic,27,Greene,2419
2010,0,Total,0,Total,5,Hispanic,28,Hamilton,51
2010,0,Total,0,Total,5,Hispanic,29,Herkimer,1040
2010,0,Total,0,Total,5,Hispanic,30,Jefferson,6143
2010,0,Total,0,Total,5,Hispanic,31,Lewis,357
2010,0,Total,0,Total,5,Hispanic,32,Livingston,1802
2010,0,Total,0,Total,5,Hispanic,33,Madison,1316
2010,0,Total,0,Total,5,Hispanic,34,Monroe,54005
2010,0,Total,0,Total,5,Hispanic,35,Montgomery,5654
2010,0,Total,0,Total,5,Hispanic,36,Nassau,195355
2010,0,Total,0,Total,5,Hispanic,37,Niagara,4694
2010,0,Total,0,Total,5,Hispanic,38,Oneida,10819
2010,0,Total,0,Total,5,Hispanic,39,Onondaga,18829
2010,0,Total,0,Total,5,Hispanic,40,Ontario,3679
2010,0,Total,0,Total,5,Hispanic,41,Orange,67185
2010,0,Total,0,Total,5,Hispanic,42,Orleans,1757
2010,0,Total,0,Total,5,Hispanic,43,Oswego,2552
2010,0,Total,0,Total,5,Hispanic,44,Otsego,1921
2010,0,Total,0,Total,5,Hispanic,45,Putnam,11661
2010,0,Total,0,Total,5,Hispanic,46,Rensselaer,6080
2010,0,Total,0,Total,5,Hispanic,47,Rockland,48783
2010,0,Total,0,Total,5,Hispanic,48,St Lawrence,2146
2010,0,Total,0,Total,5,Hispanic,49,Saratoga,5279
2010,0,Total,0,Total,5,Hispanic,50,Schenectady,8827
2010,0,Total,0,Total,5,Hispanic,51,Schoharie,924
2010,0,Total,0,Total,5,Hispanic,52,Schuyler,234
2010,0,Total,0,Total,5,Hispanic,53,Seneca,952
2010,0,Total,0,Total,5,Hispanic,54,Steuben,1371
2010,0,Total,0,Total,5,Hispanic,55,Suffolk,246239
2010,0,Total,0,Total,5,Hispanic,56,Sullivan,10554
2010,0,Total,0,Total,5,Hispanic,57,Tioga,694
2010,0,Total,0,Total,5,Hispanic,58,Tompkins,4264
2010,0,Total,0,Total,5,Hispanic,59,Ulster,15909
2010,0,Total,0,Total,5,Hispanic,60,Warren,1178
2010,0,Total,0,Total,5,Hispanic,61,Washington,1446
2010,0,Total,0,Total,5,Hispanic,62,Wayne,3476
2010,0,Total,0,Total,5,Hispanic,63,Westchester,207032
2010,0,Total,0,Total,5,Hispanic,64,Wyoming,1244
2010,0,Total,0,Total,5,Hispanic,65,Yates,421
2011,0,Total,0,Total,5,Hispanic,1,New York State,3495138
2011,0,Total,0,Total,5,Hispanic,2,New York City,2373305
2011,0,Total,0,Total,5,Hispanic,3,Bronx,748438
2011,0,Total,0,Total,5,Hispanic,4,Kings,506553
2011,0,Total,0,Total,5,Hispanic,5,New York,410681
2011,0,Total,0,Total,5,Hispanic,6,Queens,625016
2011,0,Total,0,Total,5,Hispanic,7,Richmond,82617
2011,0,Total,0,Total,5,Hispanic,8,Rest of State,1121833
2011,0,Total,0,Total,5,Hispanic,9,Albany,15691
2011,0,Total,0,Total,5,Hispanic,10,Allegany,703
2011,0,Total,0,Total,5,Hispanic,11,Broome,6971
2011,0,Total,0,Total,5,Hispanic,12,Cattaraugus,1427
2011,0,Total,0,Total,5,Hispanic,13,Cayuga,2006
2011,0,Total,0,Total,5,Hispanic,14,Chautauqua,8463
2011,0,Total,0,Total,5,Hispanic,15,Chemung,2399
2011,0,Total,0,Total,5,Hispanic,16,Chenango,940
2011,0,Total,0,Total,5,Hispanic,17,Clinton,2125
2011,0,Total,0,Total,5,Hispanic,18,Columbia,2531
2011,0,Total,0,Total,5,Hispanic,19,Cortland,1199
2011,0,Total,0,Total,5,Hispanic,20,Delaware,1601
2011,0,Total,0,Total,5,Hispanic,21,Dutchess,32136
2011,0,Total,0,Total,5,Hispanic,22,Erie,43364
2011,0,Total,0,Total,5,Hispanic,23,Essex,1036
2011,0,Total,0,Total,5,Hispanic,24,Franklin,1572
2011,0,Total,0,Total,5,Hispanic,25,Fulton,1334
2011,0,Total,0,Total,5,Hispanic,26,Genesee,1713
2011,0,Total,0,Total,5,Hispanic,27,Greene,2483
2011,0,Total,0,Total,5,Hispanic,28,Hamilton,58
2011,0,Total,0,Total,5,Hispanic,29,Herkimer,1094
2011,0,Total,0,Total,5,Hispanic,30,Jefferson,7199
2011,0,Total,0,Total,5,Hispanic,31,Lewis,377
2011,0,Total,0,Total,5,Hispanic,32,Livingston,1913
2011,0,Total,0,Total,5,Hispanic,33,Madison,1462
2011,0,Total,0,Total,5,Hispanic,34,Monroe,55805
2011,0,Total,0,Total,5,Hispanic,35,Montgomery,5843
2011,0,Total,0,Total,5,Hispanic,36,Nassau,202022
2011,0,Total,0,Total,5,Hispanic,37,Niagara,5042
2011,0,Total,0,Total,5,Hispanic,38,Oneida,11248
2011,0,Total,0,Total,5,Hispanic,39,Onondaga,19860
2011,0,Total,0,Total,5,Hispanic,40,Ontario,3981
2011,0,Total,0,Total,5,Hispanic,41,Orange,69166
2011,0,Total,0,Total,5,Hispanic,42,Orleans,1814
2011,0,Total,0,Total,5,Hispanic,43,Oswego,2718
2011,0,Total,0,Total,5,Hispanic,44,Otsego,1994
2011,0,Total,0,Total,5,Hispanic,45,Putnam,12002
2011,0,Total,0,Total,5,Hispanic,46,Rensselaer,6499
2011,0,Total,0,Total,5,Hispanic,47,Rockland,50686
2011,0,Total,0,Total,5,Hispanic,48,St Lawrence,2265
2011,0,Total,0,Total,5,Hispanic,49,Saratoga,5742
2011,0,Total,0,Total,5,Hispanic,50,Schenectady,9285
2011,0,Total,0,Total,5,Hispanic,51,Schoharie,946
2011,0,Total,0,Total,5,Hispanic,52,Schuyler,280
2011,0,Total,0,Total,5,Hispanic,53,Seneca,1045
2011,0,Total,0,Total,5,Hispanic,54,Steuben,1516
2011,0,Total,0,Total,5,Hispanic,55,Suffolk,255486
2011,0,Total,0,Total,5,Hispanic,56,Sullivan,10679
2011,0,Total,0,Total,5,Hispanic,57,Tioga,772
2011,0,Total,0,Total,5,Hispanic,58,Tompkins,4664
2011,0,Total,0,Total,5,Hispanic,59,Ulster,16372
2011,0,Total,0,Total,5,Hispanic,60,Warren,1279
2011,0,Total,0,Total,5,Hispanic,61,Washington,1503
2011,0,Total,0,Total,5,Hispanic,62,Wayne,3669
2011,0,Total,0,Total,5,Hispanic,63,Westchester,214087
2011,0,Total,0,Total,5,Hispanic,64,Wyoming,1287
2011,0,Total,0,Total,5,Hispanic,65,Yates,479
2012,0,Total,0,Total,5,Hispanic,1,New York State,3552781
2012,0,Total,0,Total,5,Hispanic,2,New York City,2406889
2012,0,Total,0,Total,5,Hispanic,3,Bronx,764608
2012,0,Total,0,Total,5,Hispanic,4,Kings,507552
2012,0,Total,0,Total,5,Hispanic,5,New York,417471
2012,0,Total,0,Total,5,Hispanic,6,Queens,634077
2012,0,Total,0,Total,5,Hispanic,7,Richmond,83181
2012,0,Total,0,Total,5,Hispanic,8,Rest of State,1145892
2012,0,Total,0,Total,5,Hispanic,9,Albany,16290
2012,0,Total,0,Total,5,Hispanic,10,Allegany,712
2012,0,Total,0,Total,5,Hispanic,11,Broome,7058
2012,0,Total,0,Total,5,Hispanic,12,Cattaraugus,1519
2012,0,Total,0,Total,5,Hispanic,13,Cayuga,1986
2012,0,Total,0,Total,5,Hispanic,14,Chautauqua,8667
2012,0,Total,0,Total,5,Hispanic,15,Chemung,2491
2012,0,Total,0,Total,5,Hispanic,16,Chenango,997
2012,0,Total,0,Total,5,Hispanic,17,Clinton,2101
2012,0,Total,0,Total,5,Hispanic,18,Columbia,2565
2012,0,Total,0,Total,5,Hispanic,19,Cortland,1217
2012,0,Total,0,Total,5,Hispanic,20,Delaware,1566
2012,0,Total,0,Total,5,Hispanic,21,Dutchess,32629
2012,0,Total,0,Total,5,Hispanic,22,Erie,44253
2012,0,Total,0,Total,5,Hispanic,23,Essex,1013
2012,0,Total,0,Total,5,Hispanic,24,Franklin,1665
2012,0,Total,0,Total,5,Hispanic,25,Fulton,1399
2012,0,Total,0,Total,5,Hispanic,26,Genesee,1678
2012,0,Total,0,Total,5,Hispanic,27,Greene,2484
2012,0,Total,0,Total,5,Hispanic,28,Hamilton,55
2012,0,Total,0,Total,5,Hispanic,29,Herkimer,1152
2012,0,Total,0,Total,5,Hispanic,30,Jefferson,8049
2012,0,Total,0,Total,5,Hispanic,31,Lewis,396
2012,0,Total,0,Total,5,Hispanic,32,Livingston,1968
2012,0,Total,0,Total,5,Hispanic,33,Madison,1380
2012,0,Total,0,Total,5,Hispanic,34,Monroe,57150
2012,0,Total,0,Total,5,Hispanic,35,Montgomery,6002
2012,0,Total,0,Total,5,Hispanic,36,Nassau,207002
2012,0,Total,0,Total,5,Hispanic,37,Niagara,5042
2012,0,Total,0,Total,5,Hispanic,38,Oneida,11473
2012,0,Total,0,Total,5,Hispanic,39,Onondaga,20138
2012,0,Total,0,Total,5,Hispanic,40,Ontario,4156
2012,0,Total,0,Total,5,Hispanic,41,Orange,70282
2012,0,Total,0,Total,5,Hispanic,42,Orleans,1867
2012,0,Total,0,Total,5,Hispanic,43,Oswego,2687
2012,0,Total,0,Total,5,Hispanic,44,Otsego,2020
2012,0,Total,0,Total,5,Hispanic,45,Putnam,12115
2012,0,Total,0,Total,5,Hispanic,46,Rensselaer,6627
2012,0,Total,0,Total,5,Hispanic,47,Rockland,51899
2012,0,Total,0,Total,5,Hispanic,48,St Lawrence,2341
2012,0,Total,0,Total,5,Hispanic,49,Saratoga,5996
2012,0,Total,0,Total,5,Hispanic,50,Schenectady,9473
2012,0,Total,0,Total,5,Hispanic,51,Schoharie,944
2012,0,Total,0,Total,5,Hispanic,52,Schuyler,307
2012,0,Total,0,Total,5,Hispanic,53,Seneca,1077
2012,0,Total,0,Total,5,Hispanic,54,Steuben,1470
2012,0,Total,0,Total,5,Hispanic,55,Suffolk,259534
2012,0,Total,0,Total,5,Hispanic,56,Sullivan,10886
2012,0,Total,0,Total,5,Hispanic,57,Tioga,748
2012,0,Total,0,Total,5,Hispanic,58,Tompkins,4676
2012,0,Total,0,Total,5,Hispanic,59,Ulster,16857
2012,0,Total,0,Total,5,Hispanic,60,Warren,1277
2012,0,Total,0,Total,5,Hispanic,61,Washington,1489
2012,0,Total,0,Total,5,Hispanic,62,Wayne,3614
2012,0,Total,0,Total,5,Hispanic,63,Westchester,219719
2012,0,Total,0,Total,5,Hispanic,64,Wyoming,1246
2012,0,Total,0,Total,5,Hispanic,65,Yates,488
2013,0,Total,0,Total,5,Hispanic,1,New York State,3606786
2013,0,Total,0,Total,5,Hispanic,2,New York City,2428759
2013,0,Total,0,Total,5,Hispanic,3,Bronx,774779
2013,0,Total,0,Total,5,Hispanic,4,Kings,507881
2013,0,Total,0,Total,5,Hispanic,5,New York,419399
2013,0,Total,0,Total,5,Hispanic,6,Queens,642259
2013,0,Total,0,Total,5,Hispanic,7,Richmond,84441
2013,0,Total,0,Total,5,Hispanic,8,Rest of State,1178027
2013,0,Total,0,Total,5,Hispanic,9,Albany,16982
2013,0,Total,0,Total,5,Hispanic,10,Allegany,744
2013,0,Total,0,Total,5,Hispanic,11,Broome,7468
2013,0,Total,0,Total,5,Hispanic,12,Cattaraugus,1520
2013,0,Total,0,Total,5,Hispanic,13,Cayuga,2032
2013,0,Total,0,Total,5,Hispanic,14,Chautauqua,9004
2013,0,Total,0,Total,5,Hispanic,15,Chemung,2502
2013,0,Total,0,Total,5,Hispanic,16,Chenango,1018
2013,0,Total,0,Total,5,Hispanic,17,Clinton,2193
2013,0,Total,0,Total,5,Hispanic,18,Columbia,2602
2013,0,Total,0,Total,5,Hispanic,19,Cortland,1243
2013,0,Total,0,Total,5,Hispanic,20,Delaware,1619
2013,0,Total,0,Total,5,Hispanic,21,Dutchess,33464
2013,0,Total,0,Total,5,Hispanic,22,Erie,45356
2013,0,Total,0,Total,5,Hispanic,23,Essex,1092
2013,0,Total,0,Total,5,Hispanic,24,Franklin,1710
2013,0,Total,0,Total,5,Hispanic,25,Fulton,1468
2013,0,Total,0,Total,5,Hispanic,26,Genesee,1737
2013,0,Total,0,Total,5,Hispanic,27,Greene,2525
2013,0,Total,0,Total,5,Hispanic,28,Hamilton,59
2013,0,Total,0,Total,5,Hispanic,29,Herkimer,1275
2013,0,Total,0,Total,5,Hispanic,30,Jefferson,8385
2013,0,Total,0,Total,5,Hispanic,31,Lewis,429
2013,0,Total,0,Total,5,Hispanic,32,Livingston,2087
2013,0,Total,0,Total,5,Hispanic,33,Madison,1422
2013,0,Total,0,Total,5,Hispanic,34,Monroe,59251
2013,0,Total,0,Total,5,Hispanic,35,Montgomery,6176
2013,0,Total,0,Total,5,Hispanic,36,Nassau,212005
2013,0,Total,0,Total,5,Hispanic,37,Niagara,5380
2013,0,Total,0,Total,5,Hispanic,38,Oneida,12020
2013,0,Total,0,Total,5,Hispanic,39,Onondaga,20956
2013,0,Total,0,Total,5,Hispanic,40,Ontario,4481
2013,0,Total,0,Total,5,Hispanic,41,Orange,71941
2013,0,Total,0,Total,5,Hispanic,42,Orleans,1886
2013,0,Total,0,Total,5,Hispanic,43,Oswego,2761
2013,0,Total,0,Total,5,Hispanic,44,Otsego,2121
2013,0,Total,0,Total,5,Hispanic,45,Putnam,12548
2013,0,Total,0,Total,5,Hispanic,46,Rensselaer,6895
2013,0,Total,0,Total,5,Hispanic,47,Rockland,54004
2013,0,Total,0,Total,5,Hispanic,48,St Lawrence,2397
2013,0,Total,0,Total,5,Hispanic,49,Saratoga,6340
2013,0,Total,0,Total,5,Hispanic,50,Schenectady,9981
2013,0,Total,0,Total,5,Hispanic,51,Schoharie,955
2013,0,Total,0,Total,5,Hispanic,52,Schuyler,328
2013,0,Total,0,Total,5,Hispanic,53,Seneca,1140
2013,0,Total,0,Total,5,Hispanic,54,Steuben,1497
2013,0,Total,0,Total,5,Hispanic,55,Suffolk,265513
2013,0,Total,0,Total,5,Hispanic,56,Sullivan,11050
2013,0,Total,0,Total,5,Hispanic,57,Tioga,809
2013,0,Total,0,Total,5,Hispanic,58,Tompkins,4768
2013,0,Total,0,Total,5,Hispanic,59,Ulster,17115
2013,0,Total,0,Total,5,Hispanic,60,Warren,1388
2013,0,Total,0,Total,5,Hispanic,61,Washington,1523
2013,0,Total,0,Total,5,Hispanic,62,Wayne,3651
2013,0,Total,0,Total,5,Hispanic,63,Westchester,225423
2013,0,Total,0,Total,5,Hispanic,64,Wyoming,1280
2013,0,Total,0,Total,5,Hispanic,65,Yates,508
2014,0,Total,0,Total,5,Hispanic,28,Hamilton,66
2014,0,Total,0,Total,5,Hispanic,23,Essex,1193
2014,0,Total,0,Total,5,Hispanic,31,Lewis,468
2014,0,Total,0,Total,5,Hispanic,13,Cayuga,2207
2014,0,Total,0,Total,5,Hispanic,65,Yates,549
2014,0,Total,0,Total,5,Hispanic,20,Delaware,1728
2014,0,Total,0,Total,5,Hispanic,18,Columbia,2770
2014,0,Total,0,Total,5,Hispanic,32,Livingston,2215
2014,0,Total,0,Total,5,Hispanic,40,Ontario,4752
2014,0,Total,0,Total,5,Hispanic,37,Niagara,5646
2014,0,Total,0,Total,5,Hispanic,54,Steuben,1570
2014,0,Total,0,Total,5,Hispanic,49,Saratoga,6629
2014,0,Total,0,Total,5,Hispanic,19,Cortland,1299
2014,0,Total,0,Total,5,Hispanic,16,Chenango,1062
2014,0,Total,0,Total,5,Hispanic,58,Tompkins,4970
2014,0,Total,0,Total,5,Hispanic,27,Greene,2628
2014,0,Total,0,Total,5,Hispanic,42,Orleans,1962
2014,0,Total,0,Total,5,Hispanic,22,Erie,47137
2014,0,Total,0,Total,5,Hispanic,30,Jefferson,8705
2014,0,Total,0,Total,5,Hispanic,9,Albany,17629
2014,0,Total,0,Total,5,Hispanic,57,Tioga,839
2014,0,Total,0,Total,5,Hispanic,17,Clinton,2273
2014,0,Total,0,Total,5,Hispanic,46,Rensselaer,7144
2014,0,Total,0,Total,5,Hispanic,61,Washington,1578
2014,0,Total,0,Total,5,Hispanic,50,Schenectady,10333
2014,0,Total,0,Total,5,Hispanic,64,Wyoming,1325
2014,0,Total,0,Total,5,Hispanic,36,Nassau,219324
2014,0,Total,0,Total,5,Hispanic,26,Genesee,1796
2014,0,Total,0,Total,5,Hispanic,45,Putnam,12974
2014,0,Total,0,Total,5,Hispanic,29,Herkimer,1316
2014,0,Total,0,Total,5,Hispanic,38,Oneida,12404
2014,0,Total,0,Total,5,Hispanic,25,Fulton,1513
2014,0,Total,0,Total,5,Hispanic,55,Suffolk,273623
2014,0,Total,0,Total,5,Hispanic,15,Chemung,2576
2014,0,Total,0,Total,5,Hispanic,33,Madison,1464
2014,0,Total,0,Total,5,Hispanic,59,Ulster,17614
2014,0,Total,0,Total,5,Hispanic,14,Chautauqua,9266
2014,0,Total,0,Total,5,Hispanic,8,Rest of State,1211893
2014,0,Total,0,Total,5,Hispanic,47,Rockland,55498
2014,0,Total,0,Total,5,Hispanic,21,Dutchess,34356
2014,0,Total,0,Total,5,Hispanic,11,Broome,7667
2014,0,Total,0,Total,5,Hispanic,39,Onondaga,21495
2014,0,Total,0,Total,5,Hispanic,56,Sullivan,11329
2014,0,Total,0,Total,5,Hispanic,43,Oswego,2828
2014,0,Total,0,Total,5,Hispanic,60,Warren,1421
2014,0,Total,0,Total,5,Hispanic,34,Monroe,60540
2014,0,Total,0,Total,5,Hispanic,63,Westchester,230248
2014,0,Total,0,Total,5,Hispanic,1,New York State,3672791
2014,0,Total,0,Total,5,Hispanic,3,Bronx,788575
2014,0,Total,0,Total,5,Hispanic,51,Schoharie,972
2014,0,Total,0,Total,5,Hispanic,62,Wayne,3710
2014,0,Total,0,Total,5,Hispanic,41,Orange,73074
2014,0,Total,0,Total,5,Hispanic,35,Montgomery,6267
2014,0,Total,0,Total,5,Hispanic,7,Richmond,85603
2014,0,Total,0,Total,5,Hispanic,2,New York City,2460898
2014,0,Total,0,Total,5,Hispanic,6,Queens,650576
2014,0,Total,0,Total,5,Hispanic,44,Otsego,2147
2014,0,Total,0,Total,5,Hispanic,5,New York,423963
2014,0,Total,0,Total,5,Hispanic,12,Cattaraugus,1534
2014,0,Total,0,Total,5,Hispanic,4,Kings,512181
2014,0,Total,0,Total,5,Hispanic,48,St Lawrence,2406
2014,0,Total,0,Total,5,Hispanic,24,Franklin,1710
2014,0,Total,0,Total,5,Hispanic,10,Allegany,740
2014,0,Total,0,Total,5,Hispanic,52,Schuyler,316
2014,0,Total,0,Total,5,Hispanic,53,Seneca,1088
