Year,Age Group Code,Age Group Description,Gender Code,Gender Description,Race Ethnicity Code,Race/Ethnicity Description,County Code,County,Population Female
2010,0,Total,2,Female,0,Total,28,Hamilton,2390
2010,0,Total,2,Female,0,Total,29,Herkimer,32940
2010,0,Total,2,Female,0,Total,30,Jefferson,57044
2010,0,Total,2,Female,0,Total,31,Lewis,13467
2010,0,Total,2,Female,0,Total,32,Livingston,32577
2010,0,Total,2,Female,0,Total,33,Madison,37378
2010,0,Total,2,Female,0,Total,34,Monroe,385236
2010,0,Total,2,Female,0,Total,35,Montgomery,25772
2010,0,Total,2,Female,0,Total,36,Nassau,691554
2010,0,Total,2,Female,0,Total,37,Niagara,111461
2010,0,Total,2,Female,0,Total,38,Oneida,117846
2010,0,Total,2,Female,0,Total,39,Onondaga,242165
2010,0,Total,2,Female,0,Total,40,Ontario,55189
2010,0,Total,2,Female,0,Total,41,Orange,186524
2010,0,Total,2,Female,0,Total,42,Orleans,21650
2010,0,Total,2,Female,0,Total,43,Oswego,61250
2010,0,Total,2,Female,0,Total,44,Otsego,32144
2010,0,Total,2,Female,0,Total,45,Putnam,49921
2010,0,Total,2,Female,0,Total,46,Rensselaer,80720
2010,0,Total,2,Female,0,Total,47,Rockland,158808
2010,0,Total,2,Female,0,Total,48,St Lawrence,55092
2010,0,Total,2,Female,0,Total,49,Saratoga,111548
2010,0,Total,2,Female,0,Total,50,Schenectady,79871
2010,0,Total,2,Female,0,Total,51,Schoharie,16374
2010,0,Total,2,Female,0,Total,52,Schuyler,9221
2010,0,Total,2,Female,0,Total,53,Seneca,16797
2010,0,Total,2,Female,0,Total,54,Steuben,49864
2010,0,Total,2,Female,0,Total,55,Suffolk,758682
2010,0,Total,2,Female,0,Total,56,Sullivan,37933
2010,0,Total,2,Female,0,Total,57,Tioga,25780
2010,0,Total,2,Female,0,Total,58,Tompkins,51533
2010,0,Total,2,Female,0,Total,59,Ulster,91684
2010,0,Total,2,Female,0,Total,60,Warren,33625
2010,0,Total,2,Female,0,Total,61,Washington,30458
2010,0,Total,2,Female,0,Total,62,Wayne,47252
2010,0,Total,2,Female,0,Total,63,Westchester,492452
2010,0,Total,2,Female,0,Total,64,Wyoming,19202
2010,0,Total,2,Female,0,Total,65,Yates,13070
2011,0,Total,2,Female,0,Total,1,New York State,10033393
2011,0,Total,2,Female,0,Total,2,New York City,4319554
2011,0,Total,2,Female,0,Total,3,Bronx,736645
2011,0,Total,2,Female,0,Total,4,Kings,1335364
2011,0,Total,2,Female,0,Total,5,New York,847356
2011,0,Total,2,Female,0,Total,6,Queens,1157743
2011,0,Total,2,Female,0,Total,7,Richmond,242446
2011,0,Total,2,Female,0,Total,8,Rest of State,5713839
2011,0,Total,2,Female,0,Total,9,Albany,156693
2011,0,Total,2,Female,0,Total,10,Allegany,24157
2011,0,Total,2,Female,0,Total,11,Broome,101517
2011,0,Total,2,Female,0,Total,12,Cattaraugus,40410
2011,0,Total,2,Female,0,Total,13,Cayuga,39059
2011,0,Total,2,Female,0,Total,14,Chautauqua,68070
2011,0,Total,2,Female,0,Total,15,Chemung,44624
2011,0,Total,2,Female,0,Total,16,Chenango,25149
2011,0,Total,2,Female,0,Total,17,Clinton,39883
2011,0,Total,2,Female,0,Total,18,Columbia,31123
2011,0,Total,2,Female,0,Total,19,Cortland,25246
2011,0,Total,2,Female,0,Total,20,Delaware,23653
2011,0,Total,2,Female,0,Total,21,Dutchess,149667
2011,0,Total,2,Female,0,Total,22,Erie,474958
2011,0,Total,2,Female,0,Total,23,Essex,18858
2011,0,Total,2,Female,0,Total,24,Franklin,23236
2011,0,Total,2,Female,0,Total,25,Fulton,27935
2011,0,Total,2,Female,0,Total,26,Genesee,30182
2011,0,Total,2,Female,0,Total,27,Greene,23407
2011,0,Total,2,Female,0,Total,28,Hamilton,2376
2011,0,Total,2,Female,0,Total,29,Herkimer,32675
2011,0,Total,2,Female,0,Total,30,Jefferson,57572
2011,0,Total,2,Female,0,Total,31,Lewis,13400
2011,0,Total,2,Female,0,Total,32,Livingston,32435
2011,0,Total,2,Female,0,Total,33,Madison,37400
2011,0,Total,2,Female,0,Total,34,Monroe,385733
2011,0,Total,2,Female,0,Total,35,Montgomery,25536
2011,0,Total,2,Female,0,Total,36,Nassau,693468
2011,0,Total,2,Female,0,Total,37,Niagara,111104
2011,0,Total,2,Female,0,Total,38,Oneida,117609
2011,0,Total,2,Female,0,Total,39,Onondaga,241667
2011,0,Total,2,Female,0,Total,40,Ontario,55453
2011,0,Total,2,Female,0,Total,41,Orange,187304
2011,0,Total,2,Female,0,Total,42,Orleans,21510
2011,0,Total,2,Female,0,Total,43,Oswego,61275
2011,0,Total,2,Female,0,Total,44,Otsego,31989
2011,0,Total,2,Female,0,Total,45,Putnam,50155
2011,0,Total,2,Female,0,Total,46,Rensselaer,80792
2011,0,Total,2,Female,0,Total,47,Rockland,160472
2011,0,Total,2,Female,0,Total,48,St Lawrence,54983
2011,0,Total,2,Female,0,Total,49,Saratoga,112242
2011,0,Total,2,Female,0,Total,50,Schenectady,80068
2011,0,Total,2,Female,0,Total,51,Schoharie,16261
2011,0,Total,2,Female,0,Total,52,Schuyler,9208
2011,0,Total,2,Female,0,Total,53,Seneca,16765
2011,0,Total,2,Female,0,Total,54,Steuben,49929
2011,0,Total,2,Female,0,Total,55,Suffolk,761426
2011,0,Total,2,Female,0,Total,56,Sullivan,37569
2011,0,Total,2,Female,0,Total,57,Tioga,25734
2011,0,Total,2,Female,0,Total,58,Tompkins,51530
2011,0,Total,2,Female,0,Total,59,Ulster,91702
2011,0,Total,2,Female,0,Total,60,Warren,33691
2011,0,Total,2,Female,0,Total,61,Washington,30454
2011,0,Total,2,Female,0,Total,62,Wayne,47105
2011,0,Total,2,Female,0,Total,63,Westchester,495237
2011,0,Total,2,Female,0,Total,64,Wyoming,19077
2011,0,Total,2,Female,0,Total,65,Yates,13106
2012,0,Total,2,Female,0,Total,1,New York State,10081044
2012,0,Total,2,Female,0,Total,2,New York City,4364326
2012,0,Total,2,Female,0,Total,3,Bronx,745263
2012,0,Total,2,Female,0,Total,4,Kings,1350750
2012,0,Total,2,Female,0,Total,5,New York,855170
2012,0,Total,2,Female,0,Total,6,Queens,1170178
2012,0,Total,2,Female,0,Total,7,Richmond,242965
2012,0,Total,2,Female,0,Total,8,Rest of State,5716718
2012,0,Total,2,Female,0,Total,9,Albany,157835
2012,0,Total,2,Female,0,Total,10,Allegany,23942
2012,0,Total,2,Female,0,Total,11,Broome,100999
2012,0,Total,2,Female,0,Total,12,Cattaraugus,40173
2012,0,Total,2,Female,0,Total,13,Cayuga,38919
2012,0,Total,2,Female,0,Total,14,Chautauqua,67460
2012,0,Total,2,Female,0,Total,15,Chemung,44646
2012,0,Total,2,Female,0,Total,16,Chenango,25054
2012,0,Total,2,Female,0,Total,17,Clinton,39739
2012,0,Total,2,Female,0,Total,18,Columbia,31138
2012,0,Total,2,Female,0,Total,19,Cortland,25305
2012,0,Total,2,Female,0,Total,20,Delaware,23590
2012,0,Total,2,Female,0,Total,21,Dutchess,149367
2012,0,Total,2,Female,0,Total,22,Erie,474902
2012,0,Total,2,Female,0,Total,23,Essex,18755
2012,0,Total,2,Female,0,Total,24,Franklin,23273
2012,0,Total,2,Female,0,Total,25,Fulton,27745
2012,0,Total,2,Female,0,Total,26,Genesee,30169
2012,0,Total,2,Female,0,Total,27,Greene,23261
2012,0,Total,2,Female,0,Total,28,Hamilton,2372
2012,0,Total,2,Female,0,Total,29,Herkimer,32847
2012,0,Total,2,Female,0,Total,30,Jefferson,58034
2012,0,Total,2,Female,0,Total,31,Lewis,13451
2012,0,Total,2,Female,0,Total,32,Livingston,32282
2012,0,Total,2,Female,0,Total,33,Madison,36924
2012,0,Total,2,Female,0,Total,34,Monroe,386642
2012,0,Total,2,Female,0,Total,35,Montgomery,25455
2012,0,Total,2,Female,0,Total,36,Nassau,695424
2012,0,Total,2,Female,0,Total,37,Niagara,110558
2012,0,Total,2,Female,0,Total,38,Oneida,117280
2012,0,Total,2,Female,0,Total,39,Onondaga,241498
2012,0,Total,2,Female,0,Total,40,Ontario,55383
2012,0,Total,2,Female,0,Total,41,Orange,187093
2012,0,Total,2,Female,0,Total,42,Orleans,21558
2012,0,Total,2,Female,0,Total,43,Oswego,60960
2012,0,Total,2,Female,0,Total,44,Otsego,31780
2012,0,Total,2,Female,0,Total,45,Putnam,50052
2012,0,Total,2,Female,0,Total,46,Rensselaer,80876
2012,0,Total,2,Female,0,Total,47,Rockland,161908
2012,0,Total,2,Female,0,Total,48,St Lawrence,55089
2012,0,Total,2,Female,0,Total,49,Saratoga,112755
2012,0,Total,2,Female,0,Total,50,Schenectady,79935
2012,0,Total,2,Female,0,Total,51,Schoharie,16093
2012,0,Total,2,Female,0,Total,52,Schuyler,9237
2012,0,Total,2,Female,0,Total,53,Seneca,16848
2012,0,Total,2,Female,0,Total,54,Steuben,49941
2012,0,Total,2,Female,0,Total,55,Suffolk,761261
2012,0,Total,2,Female,0,Total,56,Sullivan,37418
2012,0,Total,2,Female,0,Total,57,Tioga,25440
2012,0,Total,2,Female,0,Total,58,Tompkins,51927
2012,0,Total,2,Female,0,Total,59,Ulster,91392
2012,0,Total,2,Female,0,Total,60,Warren,33489
2012,0,Total,2,Female,0,Total,61,Washington,30388
2012,0,Total,2,Female,0,Total,62,Wayne,46845
2012,0,Total,2,Female,0,Total,63,Westchester,497969
2012,0,Total,2,Female,0,Total,64,Wyoming,19023
2012,0,Total,2,Female,0,Total,65,Yates,13019
2013,0,Total,2,Female,0,Total,1,New York State,10114934
2013,0,Total,2,Female,0,Total,2,New York City,4395464
2013,0,Total,2,Female,0,Total,3,Bronx,749678
2013,0,Total,2,Female,0,Total,4,Kings,1362960
2013,0,Total,2,Female,0,Total,5,New York,858012
2013,0,Total,2,Female,0,Total,6,Queens,1181054
2013,0,Total,2,Female,0,Total,7,Richmond,243760
2013,0,Total,2,Female,0,Total,8,Rest of State,5719470
2013,0,Total,2,Female,0,Total,9,Albany,158668
2013,0,Total,2,Female,0,Total,10,Allegany,23831
2013,0,Total,2,Female,0,Total,11,Broome,100678
2013,0,Total,2,Female,0,Total,12,Cattaraugus,39865
2013,0,Total,2,Female,0,Total,13,Cayuga,38851
2013,0,Total,2,Female,0,Total,14,Chautauqua,67200
2013,0,Total,2,Female,0,Total,15,Chemung,44418
2013,0,Total,2,Female,0,Total,16,Chenango,24778
2013,0,Total,2,Female,0,Total,17,Clinton,39838
2013,0,Total,2,Female,0,Total,18,Columbia,31017
2013,0,Total,2,Female,0,Total,19,Cortland,25014
2013,0,Total,2,Female,0,Total,20,Delaware,23220
2013,0,Total,2,Female,0,Total,21,Dutchess,149304
2013,0,Total,2,Female,0,Total,22,Erie,474980
2013,0,Total,2,Female,0,Total,23,Essex,18659
2013,0,Total,2,Female,0,Total,24,Franklin,23162
2013,0,Total,2,Female,0,Total,25,Fulton,27572
2013,0,Total,2,Female,0,Total,26,Genesee,29922
2013,0,Total,2,Female,0,Total,27,Greene,23165
2013,0,Total,2,Female,0,Total,28,Hamilton,2373
2013,0,Total,2,Female,0,Total,29,Herkimer,32624
2013,0,Total,2,Female,0,Total,30,Jefferson,57155
2013,0,Total,2,Female,0,Total,31,Lewis,13417
2013,0,Total,2,Female,0,Total,32,Livingston,32218
2013,0,Total,2,Female,0,Total,33,Madison,36810
2013,0,Total,2,Female,0,Total,34,Monroe,387433
2013,0,Total,2,Female,0,Total,35,Montgomery,25393
2013,0,Total,2,Female,0,Total,36,Nassau,696564
2013,0,Total,2,Female,0,Total,37,Niagara,109904
2013,0,Total,2,Female,0,Total,38,Oneida,117086
2013,0,Total,2,Female,0,Total,39,Onondaga,242242
2013,0,Total,2,Female,0,Total,40,Ontario,55681
2013,0,Total,2,Female,0,Total,41,Orange,187629
2013,0,Total,2,Female,0,Total,42,Orleans,21349
2013,0,Total,2,Female,0,Total,43,Oswego,60654
2013,0,Total,2,Female,0,Total,44,Otsego,31715
2013,0,Total,2,Female,0,Total,45,Putnam,50002
2013,0,Total,2,Female,0,Total,46,Rensselaer,80827
2013,0,Total,2,Female,0,Total,47,Rockland,163431
2013,0,Total,2,Female,0,Total,48,St Lawrence,55018
2013,0,Total,2,Female,0,Total,49,Saratoga,113376
2013,0,Total,2,Female,0,Total,50,Schenectady,79791
2013,0,Total,2,Female,0,Total,51,Schoharie,16030
2013,0,Total,2,Female,0,Total,52,Schuyler,9154
2013,0,Total,2,Female,0,Total,53,Seneca,16893
2013,0,Total,2,Female,0,Total,54,Steuben,49704
2013,0,Total,2,Female,0,Total,55,Suffolk,761312
2013,0,Total,2,Female,0,Total,56,Sullivan,37333
2013,0,Total,2,Female,0,Total,57,Tioga,25336
2013,0,Total,2,Female,0,Total,58,Tompkins,52528
2013,0,Total,2,Female,0,Total,59,Ulster,91111
2013,0,Total,2,Female,0,Total,60,Warren,33392
2013,0,Total,2,Female,0,Total,61,Washington,30507
2013,0,Total,2,Female,0,Total,62,Wayne,46594
2013,0,Total,2,Female,0,Total,63,Westchester,500935
2013,0,Total,2,Female,0,Total,64,Wyoming,18902
2013,0,Total,2,Female,0,Total,65,Yates,12905
2014,0,Total,2,Female,0,Total,3,Bronx,760032
2014,0,Total,2,Female,0,Total,6,Queens,1195575
2014,0,Total,2,Female,0,Total,4,Kings,1379030
2014,0,Total,2,Female,0,Total,2,New York City,4442635
2014,0,Total,2,Female,0,Total,47,Rockland,165094
2014,0,Total,2,Female,0,Total,58,Tompkins,53045
2014,0,Total,2,Female,0,Total,5,New York,863560
2014,0,Total,2,Female,0,Total,36,Nassau,700017
2014,0,Total,2,Female,0,Total,1,New York State,10164966
2014,0,Total,2,Female,0,Total,63,Westchester,502748
2014,0,Total,2,Female,0,Total,9,Albany,159203
2014,0,Total,2,Female,0,Total,49,Saratoga,113725
2014,0,Total,2,Female,0,Total,19,Cortland,25088
2014,0,Total,2,Female,0,Total,7,Richmond,244438
2014,0,Total,2,Female,0,Total,22,Erie,476061
2014,0,Total,2,Female,0,Total,40,Ontario,55798
2014,0,Total,2,Female,0,Total,65,Yates,12931
2014,0,Total,2,Female,0,Total,52,Schuyler,9172
2014,0,Total,2,Female,0,Total,55,Suffolk,762528
2014,0,Total,2,Female,0,Total,41,Orange,187903
2014,0,Total,2,Female,0,Total,31,Lewis,13436
2014,0,Total,2,Female,0,Total,50,Schenectady,79884
2014,0,Total,2,Female,0,Total,46,Rensselaer,80869
2014,0,Total,2,Female,0,Total,8,Rest of State,5722331
2014,0,Total,2,Female,0,Total,34,Monroe,387553
2014,0,Total,2,Female,0,Total,32,Livingston,32218
2014,0,Total,2,Female,0,Total,39,Onondaga,242152
2014,0,Total,2,Female,0,Total,24,Franklin,23144
2014,0,Total,2,Female,0,Total,45,Putnam,49960
2014,0,Total,2,Female,0,Total,38,Oneida,116915
2014,0,Total,2,Female,0,Total,54,Steuben,49612
2014,0,Total,2,Female,0,Total,33,Madison,36741
2014,0,Total,2,Female,0,Total,21,Dutchess,148987
2014,0,Total,2,Female,0,Total,16,Chenango,24722
2014,0,Total,2,Female,0,Total,20,Delaware,23151
2014,0,Total,2,Female,0,Total,18,Columbia,30922
2014,0,Total,2,Female,0,Total,62,Wayne,46450
2014,0,Total,2,Female,0,Total,11,Broome,100353
2014,0,Total,2,Female,0,Total,17,Clinton,39702
2014,0,Total,2,Female,0,Total,37,Niagara,109519
2014,0,Total,2,Female,0,Total,43,Oswego,60415
2014,0,Total,2,Female,0,Total,12,Cattaraugus,39686
2014,0,Total,2,Female,0,Total,64,Wyoming,18814
2014,0,Total,2,Female,0,Total,15,Chemung,44204
2014,0,Total,2,Female,0,Total,59,Ulster,90662
2014,0,Total,2,Female,0,Total,30,Jefferson,56820
2014,0,Total,2,Female,0,Total,35,Montgomery,25234
2014,0,Total,2,Female,0,Total,48,St Lawrence,54663
2014,0,Total,2,Female,0,Total,60,Warren,33170
2014,0,Total,2,Female,0,Total,23,Essex,18527
2014,0,Total,2,Female,0,Total,13,Cayuga,38555
2014,0,Total,2,Female,0,Total,27,Greene,22984
2014,0,Total,2,Female,0,Total,25,Fulton,27347
2014,0,Total,2,Female,0,Total,29,Herkimer,32345
2014,0,Total,2,Female,0,Total,14,Chautauqua,66624
2014,0,Total,2,Female,0,Total,56,Sullivan,37011
2014,0,Total,2,Female,0,Total,26,Genesee,29646
2014,0,Total,2,Female,0,Total,44,Otsego,31392
2014,0,Total,2,Female,0,Total,57,Tioga,25073
2014,0,Total,2,Female,0,Total,42,Orleans,21122
2014,0,Total,2,Female,0,Total,10,Allegany,23566
2014,0,Total,2,Female,0,Total,51,Schoharie,15851
2014,0,Total,2,Female,0,Total,53,Seneca,16660
2014,0,Total,2,Female,0,Total,61,Washington,30033
2014,0,Total,2,Female,0,Total,28,Hamilton,2324
