Year,Age Group Code,Age Group Description,Gender Code,Gender Description,Race Ethnicity Code,Race/Ethnicity Description,County Code,County,Population Other Non Hispanic
2009,0,Total,0,Total,3,Other Non Hispanic,5,New York,182772
2009,0,Total,0,Total,3,Other Non Hispanic,6,Queens,533993
2009,0,Total,0,Total,3,Other Non Hispanic,7,Richmond,38380
2009,0,Total,0,Total,3,Other Non Hispanic,8,Rest of State,425733
2009,0,Total,0,Total,3,Other Non Hispanic,9,Albany,13317
2009,0,Total,0,Total,3,Other Non Hispanic,10,Allegany,681
2009,0,Total,0,Total,3,Other Non Hispanic,11,Broome,7142
2009,0,Total,0,Total,3,Other Non Hispanic,12,Cattaraugus,3002
2009,0,Total,0,Total,3,Other Non Hispanic,13,Cayuga,763
2009,0,Total,0,Total,3,Other Non Hispanic,14,Chautauqua,1460
2009,0,Total,0,Total,3,Other Non Hispanic,15,Chemung,1241
2009,0,Total,0,Total,3,Other Non Hispanic,16,Chenango,384
2009,0,Total,0,Total,3,Other Non Hispanic,17,Clinton,1011
2009,0,Total,0,Total,3,Other Non Hispanic,18,Columbia,1095
2009,0,Total,0,Total,3,Other Non Hispanic,19,Cortland,483
2009,0,Total,0,Total,3,Other Non Hispanic,20,Delaware,536
2009,0,Total,0,Total,3,Other Non Hispanic,21,Dutchess,10907
2009,0,Total,0,Total,3,Other Non Hispanic,22,Erie,24433
2009,0,Total,0,Total,3,Other Non Hispanic,23,Essex,377
2009,0,Total,0,Total,3,Other Non Hispanic,24,Franklin,3677
2009,0,Total,0,Total,3,Other Non Hispanic,25,Fulton,604
2009,0,Total,0,Total,3,Other Non Hispanic,26,Genesee,943
2009,0,Total,0,Total,3,Other Non Hispanic,27,Greene,508
2009,0,Total,0,Total,3,Other Non Hispanic,28,Hamilton,27
2009,0,Total,0,Total,3,Other Non Hispanic,29,Herkimer,607
2009,0,Total,0,Total,3,Other Non Hispanic,30,Jefferson,2333
2009,0,Total,0,Total,3,Other Non Hispanic,31,Lewis,166
2009,0,Total,0,Total,3,Other Non Hispanic,32,Livingston,901
2009,0,Total,0,Total,3,Other Non Hispanic,33,Madison,989
2009,0,Total,0,Total,3,Other Non Hispanic,34,Monroe,24025
2009,0,Total,0,Total,3,Other Non Hispanic,35,Montgomery,471
2009,0,Total,0,Total,3,Other Non Hispanic,36,Nassau,102693
2009,0,Total,0,Total,3,Other Non Hispanic,37,Niagara,4715
2009,0,Total,0,Total,3,Other Non Hispanic,38,Oneida,4302
2009,0,Total,0,Total,3,Other Non Hispanic,39,Onondaga,16771
2009,0,Total,0,Total,3,Other Non Hispanic,40,Ontario,1535
2009,0,Total,0,Total,3,Other Non Hispanic,41,Orange,11015
2009,0,Total,0,Total,3,Other Non Hispanic,42,Orleans,407
2009,0,Total,0,Total,3,Other Non Hispanic,43,Oswego,1363
2009,0,Total,0,Total,3,Other Non Hispanic,44,Otsego,820
2009,0,Total,0,Total,3,Other Non Hispanic,45,Putnam,2362
2009,0,Total,0,Total,3,Other Non Hispanic,46,Rensselaer,4021
2009,0,Total,0,Total,3,Other Non Hispanic,47,Rockland,20033
2009,0,Total,0,Total,3,Other Non Hispanic,48,St Lawrence,2186
2009,0,Total,0,Total,3,Other Non Hispanic,49,Saratoga,4544
2009,0,Total,0,Total,3,Other Non Hispanic,50,Schenectady,6886
2009,0,Total,0,Total,3,Other Non Hispanic,51,Schoharie,289
2009,0,Total,0,Total,3,Other Non Hispanic,52,Schuyler,154
2009,0,Total,0,Total,3,Other Non Hispanic,53,Seneca,449
2009,0,Total,0,Total,3,Other Non Hispanic,54,Steuben,1482
2009,0,Total,0,Total,3,Other Non Hispanic,55,Suffolk,58527
2009,0,Total,0,Total,3,Other Non Hispanic,56,Sullivan,1521
2009,0,Total,0,Total,3,Other Non Hispanic,57,Tioga,494
2009,0,Total,0,Total,3,Other Non Hispanic,58,Tompkins,10180
2009,0,Total,0,Total,3,Other Non Hispanic,59,Ulster,3748
2009,0,Total,0,Total,3,Other Non Hispanic,60,Warren,710
2009,0,Total,0,Total,3,Other Non Hispanic,61,Washington,421
2009,0,Total,0,Total,3,Other Non Hispanic,62,Wayne,898
2009,0,Total,0,Total,3,Other Non Hispanic,63,Westchester,60673
2009,0,Total,0,Total,3,Other Non Hispanic,64,Wyoming,319
2009,0,Total,0,Total,3,Other Non Hispanic,65,Yates,132
2010,0,Total,0,Total,3,Other Non Hispanic,1,New York State,1572211
2010,0,Total,0,Total,3,Other Non Hispanic,2,New York City,1121809
2010,0,Total,0,Total,3,Other Non Hispanic,3,Bronx,57594
2010,0,Total,0,Total,3,Other Non Hispanic,4,Kings,277873
2010,0,Total,0,Total,3,Other Non Hispanic,5,New York,188987
2010,0,Total,0,Total,3,Other Non Hispanic,6,Queens,560063
2010,0,Total,0,Total,3,Other Non Hispanic,7,Richmond,37292
2010,0,Total,0,Total,3,Other Non Hispanic,8,Rest of State,450402
2010,0,Total,0,Total,3,Other Non Hispanic,9,Albany,15924
2010,0,Total,0,Total,3,Other Non Hispanic,10,Allegany,606
2010,0,Total,0,Total,3,Other Non Hispanic,11,Broome,7917
2010,0,Total,0,Total,3,Other Non Hispanic,12,Cattaraugus,3163
2010,0,Total,0,Total,3,Other Non Hispanic,13,Cayuga,747
2010,0,Total,0,Total,3,Other Non Hispanic,14,Chautauqua,1450
2010,0,Total,0,Total,3,Other Non Hispanic,15,Chemung,1388
2010,0,Total,0,Total,3,Other Non Hispanic,16,Chenango,398
2010,0,Total,0,Total,3,Other Non Hispanic,17,Clinton,1290
2010,0,Total,0,Total,3,Other Non Hispanic,18,Columbia,1186
2010,0,Total,0,Total,3,Other Non Hispanic,19,Cortland,608
2010,0,Total,0,Total,3,Other Non Hispanic,20,Delaware,506
2010,0,Total,0,Total,3,Other Non Hispanic,21,Dutchess,11647
2010,0,Total,0,Total,3,Other Non Hispanic,22,Erie,31110
2010,0,Total,0,Total,3,Other Non Hispanic,23,Essex,403
2010,0,Total,0,Total,3,Other Non Hispanic,24,Franklin,4165
2010,0,Total,0,Total,3,Other Non Hispanic,25,Fulton,466
2010,0,Total,0,Total,3,Other Non Hispanic,26,Genesee,1114
2010,0,Total,0,Total,3,Other Non Hispanic,27,Greene,578
2010,0,Total,0,Total,3,Other Non Hispanic,28,Hamilton,39
2010,0,Total,0,Total,3,Other Non Hispanic,29,Herkimer,499
2010,0,Total,0,Total,3,Other Non Hispanic,30,Jefferson,2593
2010,0,Total,0,Total,3,Other Non Hispanic,31,Lewis,139
2010,0,Total,0,Total,3,Other Non Hispanic,32,Livingston,1072
2010,0,Total,0,Total,3,Other Non Hispanic,33,Madison,1149
2010,0,Total,0,Total,3,Other Non Hispanic,34,Monroe,27808
2010,0,Total,0,Total,3,Other Non Hispanic,35,Montgomery,488
2010,0,Total,0,Total,3,Other Non Hispanic,36,Nassau,109840
2010,0,Total,0,Total,3,Other Non Hispanic,37,Niagara,4592
2010,0,Total,0,Total,3,Other Non Hispanic,38,Oneida,7503
2010,0,Total,0,Total,3,Other Non Hispanic,39,Onondaga,19282
2010,0,Total,0,Total,3,Other Non Hispanic,40,Ontario,1566
2010,0,Total,0,Total,3,Other Non Hispanic,41,Orange,10720
2010,0,Total,0,Total,3,Other Non Hispanic,42,Orleans,442
2010,0,Total,0,Total,3,Other Non Hispanic,43,Oswego,1365
2010,0,Total,0,Total,3,Other Non Hispanic,44,Otsego,866
2010,0,Total,0,Total,3,Other Non Hispanic,45,Putnam,2218
2010,0,Total,0,Total,3,Other Non Hispanic,46,Rensselaer,4114
2010,0,Total,0,Total,3,Other Non Hispanic,47,Rockland,20875
2010,0,Total,0,Total,3,Other Non Hispanic,48,St Lawrence,2400
2010,0,Total,0,Total,3,Other Non Hispanic,49,Saratoga,4718
2010,0,Total,0,Total,3,Other Non Hispanic,50,Schenectady,6974
2010,0,Total,0,Total,3,Other Non Hispanic,51,Schoharie,303
2010,0,Total,0,Total,3,Other Non Hispanic,52,Schuyler,107
2010,0,Total,0,Total,3,Other Non Hispanic,53,Seneca,360
2010,0,Total,0,Total,3,Other Non Hispanic,54,Steuben,1479
2010,0,Total,0,Total,3,Other Non Hispanic,55,Suffolk,58047
2010,0,Total,0,Total,3,Other Non Hispanic,56,Sullivan,1433
2010,0,Total,0,Total,3,Other Non Hispanic,57,Tioga,496
2010,0,Total,0,Total,3,Other Non Hispanic,58,Tompkins,9458
2010,0,Total,0,Total,3,Other Non Hispanic,59,Ulster,3938
2010,0,Total,0,Total,3,Other Non Hispanic,60,Warren,629
2010,0,Total,0,Total,3,Other Non Hispanic,61,Washington,409
2010,0,Total,0,Total,3,Other Non Hispanic,62,Wayne,850
2010,0,Total,0,Total,3,Other Non Hispanic,63,Westchester,56547
2010,0,Total,0,Total,3,Other Non Hispanic,64,Wyoming,279
2010,0,Total,0,Total,3,Other Non Hispanic,65,Yates,139
2011,0,Total,0,Total,3,Other Non Hispanic,1,New York State,1608926
2011,0,Total,0,Total,3,Other Non Hispanic,2,New York City,1141892
2011,0,Total,0,Total,3,Other Non Hispanic,3,Bronx,58360
2011,0,Total,0,Total,3,Other Non Hispanic,4,Kings,287132
2011,0,Total,0,Total,3,Other Non Hispanic,5,New York,192224
2011,0,Total,0,Total,3,Other Non Hispanic,6,Queens,566153
2011,0,Total,0,Total,3,Other Non Hispanic,7,Richmond,38023
2011,0,Total,0,Total,3,Other Non Hispanic,8,Rest of State,467034
2011,0,Total,0,Total,3,Other Non Hispanic,9,Albany,16665
2011,0,Total,0,Total,3,Other Non Hispanic,10,Allegany,663
2011,0,Total,0,Total,3,Other Non Hispanic,11,Broome,8038
2011,0,Total,0,Total,3,Other Non Hispanic,12,Cattaraugus,3202
2011,0,Total,0,Total,3,Other Non Hispanic,13,Cayuga,838
2011,0,Total,0,Total,3,Other Non Hispanic,14,Chautauqua,1547
2011,0,Total,0,Total,3,Other Non Hispanic,15,Chemung,1531
2011,0,Total,0,Total,3,Other Non Hispanic,16,Chenango,448
2011,0,Total,0,Total,3,Other Non Hispanic,17,Clinton,1368
2011,0,Total,0,Total,3,Other Non Hispanic,18,Columbia,1284
2011,0,Total,0,Total,3,Other Non Hispanic,19,Cortland,687
2011,0,Total,0,Total,3,Other Non Hispanic,20,Delaware,568
2011,0,Total,0,Total,3,Other Non Hispanic,21,Dutchess,12126
2011,0,Total,0,Total,3,Other Non Hispanic,22,Erie,31660
2011,0,Total,0,Total,3,Other Non Hispanic,23,Essex,433
2011,0,Total,0,Total,3,Other Non Hispanic,24,Franklin,4133
2011,0,Total,0,Total,3,Other Non Hispanic,25,Fulton,510
2011,0,Total,0,Total,3,Other Non Hispanic,26,Genesee,1180
2011,0,Total,0,Total,3,Other Non Hispanic,27,Greene,652
2011,0,Total,0,Total,3,Other Non Hispanic,28,Hamilton,39
2011,0,Total,0,Total,3,Other Non Hispanic,29,Herkimer,571
2011,0,Total,0,Total,3,Other Non Hispanic,30,Jefferson,2849
2011,0,Total,0,Total,3,Other Non Hispanic,31,Lewis,159
2011,0,Total,0,Total,3,Other Non Hispanic,32,Livingston,1145
2011,0,Total,0,Total,3,Other Non Hispanic,33,Madison,1225
2011,0,Total,0,Total,3,Other Non Hispanic,34,Monroe,28402
2011,0,Total,0,Total,3,Other Non Hispanic,35,Montgomery,548
2011,0,Total,0,Total,3,Other Non Hispanic,36,Nassau,113447
2011,0,Total,0,Total,3,Other Non Hispanic,37,Niagara,4822
2011,0,Total,0,Total,3,Other Non Hispanic,38,Oneida,7802
2011,0,Total,0,Total,3,Other Non Hispanic,39,Onondaga,19620
2011,0,Total,0,Total,3,Other Non Hispanic,40,Ontario,1691
2011,0,Total,0,Total,3,Other Non Hispanic,41,Orange,11242
2011,0,Total,0,Total,3,Other Non Hispanic,42,Orleans,491
2011,0,Total,0,Total,3,Other Non Hispanic,43,Oswego,1455
2011,0,Total,0,Total,3,Other Non Hispanic,44,Otsego,925
2011,0,Total,0,Total,3,Other Non Hispanic,45,Putnam,2389
2011,0,Total,0,Total,3,Other Non Hispanic,46,Rensselaer,4374
2011,0,Total,0,Total,3,Other Non Hispanic,47,Rockland,21502
2011,0,Total,0,Total,3,Other Non Hispanic,48,St Lawrence,2412
2011,0,Total,0,Total,3,Other Non Hispanic,49,Saratoga,5138
2011,0,Total,0,Total,3,Other Non Hispanic,50,Schenectady,7319
2011,0,Total,0,Total,3,Other Non Hispanic,51,Schoharie,316
2011,0,Total,0,Total,3,Other Non Hispanic,52,Schuyler,123
2011,0,Total,0,Total,3,Other Non Hispanic,53,Seneca,393
2011,0,Total,0,Total,3,Other Non Hispanic,54,Steuben,1604
2011,0,Total,0,Total,3,Other Non Hispanic,55,Suffolk,59823
2011,0,Total,0,Total,3,Other Non Hispanic,56,Sullivan,1540
2011,0,Total,0,Total,3,Other Non Hispanic,57,Tioga,549
2011,0,Total,0,Total,3,Other Non Hispanic,58,Tompkins,10589
2011,0,Total,0,Total,3,Other Non Hispanic,59,Ulster,4108
2011,0,Total,0,Total,3,Other Non Hispanic,60,Warren,685
2011,0,Total,0,Total,3,Other Non Hispanic,61,Washington,502
2011,0,Total,0,Total,3,Other Non Hispanic,62,Wayne,947
2011,0,Total,0,Total,3,Other Non Hispanic,63,Westchester,58268
2011,0,Total,0,Total,3,Other Non Hispanic,64,Wyoming,327
2011,0,Total,0,Total,3,Other Non Hispanic,65,Yates,160
2012,0,Total,0,Total,3,Other Non Hispanic,1,New York State,1658459
2012,0,Total,0,Total,3,Other Non Hispanic,2,New York City,1179927
2012,0,Total,0,Total,3,Other Non Hispanic,3,Bronx,59095
2012,0,Total,0,Total,3,Other Non Hispanic,4,Kings,300300
2012,0,Total,0,Total,3,Other Non Hispanic,5,New York,198425
2012,0,Total,0,Total,3,Other Non Hispanic,6,Queens,583759
2012,0,Total,0,Total,3,Other Non Hispanic,7,Richmond,38348
2012,0,Total,0,Total,3,Other Non Hispanic,8,Rest of State,478532
2012,0,Total,0,Total,3,Other Non Hispanic,9,Albany,17313
2012,0,Total,0,Total,3,Other Non Hispanic,10,Allegany,649
2012,0,Total,0,Total,3,Other Non Hispanic,11,Broome,7976
2012,0,Total,0,Total,3,Other Non Hispanic,12,Cattaraugus,3184
2012,0,Total,0,Total,3,Other Non Hispanic,13,Cayuga,836
2012,0,Total,0,Total,3,Other Non Hispanic,14,Chautauqua,1565
2012,0,Total,0,Total,3,Other Non Hispanic,15,Chemung,1508
2012,0,Total,0,Total,3,Other Non Hispanic,16,Chenango,443
2012,0,Total,0,Total,3,Other Non Hispanic,17,Clinton,1373
2012,0,Total,0,Total,3,Other Non Hispanic,18,Columbia,1356
2012,0,Total,0,Total,3,Other Non Hispanic,19,Cortland,676
2012,0,Total,0,Total,3,Other Non Hispanic,20,Delaware,548
2012,0,Total,0,Total,3,Other Non Hispanic,21,Dutchess,12253
2012,0,Total,0,Total,3,Other Non Hispanic,22,Erie,32879
2012,0,Total,0,Total,3,Other Non Hispanic,23,Essex,447
2012,0,Total,0,Total,3,Other Non Hispanic,24,Franklin,4249
2012,0,Total,0,Total,3,Other Non Hispanic,25,Fulton,501
2012,0,Total,0,Total,3,Other Non Hispanic,26,Genesee,1184
2012,0,Total,0,Total,3,Other Non Hispanic,27,Greene,659
2012,0,Total,0,Total,3,Other Non Hispanic,28,Hamilton,39
2012,0,Total,0,Total,3,Other Non Hispanic,29,Herkimer,517
2012,0,Total,0,Total,3,Other Non Hispanic,30,Jefferson,2953
2012,0,Total,0,Total,3,Other Non Hispanic,31,Lewis,154
2012,0,Total,0,Total,3,Other Non Hispanic,32,Livingston,1092
2012,0,Total,0,Total,3,Other Non Hispanic,33,Madison,1197
2012,0,Total,0,Total,3,Other Non Hispanic,34,Monroe,28808
2012,0,Total,0,Total,3,Other Non Hispanic,35,Montgomery,523
2012,0,Total,0,Total,3,Other Non Hispanic,36,Nassau,117273
2012,0,Total,0,Total,3,Other Non Hispanic,37,Niagara,4955
2012,0,Total,0,Total,3,Other Non Hispanic,38,Oneida,8240
2012,0,Total,0,Total,3,Other Non Hispanic,39,Onondaga,20027
2012,0,Total,0,Total,3,Other Non Hispanic,40,Ontario,1703
2012,0,Total,0,Total,3,Other Non Hispanic,41,Orange,11250
2012,0,Total,0,Total,3,Other Non Hispanic,42,Orleans,505
2012,0,Total,0,Total,3,Other Non Hispanic,43,Oswego,1472
2012,0,Total,0,Total,3,Other Non Hispanic,44,Otsego,971
2012,0,Total,0,Total,3,Other Non Hispanic,45,Putnam,2376
2012,0,Total,0,Total,3,Other Non Hispanic,46,Rensselaer,4404
2012,0,Total,0,Total,3,Other Non Hispanic,47,Rockland,21959
2012,0,Total,0,Total,3,Other Non Hispanic,48,St Lawrence,2456
2012,0,Total,0,Total,3,Other Non Hispanic,49,Saratoga,5478
2012,0,Total,0,Total,3,Other Non Hispanic,50,Schenectady,7820
2012,0,Total,0,Total,3,Other Non Hispanic,51,Schoharie,327
2012,0,Total,0,Total,3,Other Non Hispanic,52,Schuyler,132
2012,0,Total,0,Total,3,Other Non Hispanic,53,Seneca,428
2012,0,Total,0,Total,3,Other Non Hispanic,54,Steuben,1690
2012,0,Total,0,Total,3,Other Non Hispanic,55,Suffolk,60991
2012,0,Total,0,Total,3,Other Non Hispanic,56,Sullivan,1536
2012,0,Total,0,Total,3,Other Non Hispanic,57,Tioga,545
2012,0,Total,0,Total,3,Other Non Hispanic,58,Tompkins,10460
2012,0,Total,0,Total,3,Other Non Hispanic,59,Ulster,4090
2012,0,Total,0,Total,3,Other Non Hispanic,60,Warren,718
2012,0,Total,0,Total,3,Other Non Hispanic,61,Washington,469
2012,0,Total,0,Total,3,Other Non Hispanic,62,Wayne,968
2012,0,Total,0,Total,3,Other Non Hispanic,63,Westchester,59934
2012,0,Total,0,Total,3,Other Non Hispanic,64,Wyoming,316
2012,0,Total,0,Total,3,Other Non Hispanic,65,Yates,157
2013,0,Total,0,Total,3,Other Non Hispanic,1,New York State,1705241
2013,0,Total,0,Total,3,Other Non Hispanic,2,New York City,1212593
2013,0,Total,0,Total,3,Other Non Hispanic,3,Bronx,60226
2013,0,Total,0,Total,3,Other Non Hispanic,4,Kings,312147
2013,0,Total,0,Total,3,Other Non Hispanic,5,New York,201865
2013,0,Total,0,Total,3,Other Non Hispanic,6,Queens,599464
2013,0,Total,0,Total,3,Other Non Hispanic,7,Richmond,38891
2013,0,Total,0,Total,3,Other Non Hispanic,8,Rest of State,492648
2013,0,Total,0,Total,3,Other Non Hispanic,9,Albany,18155
2013,0,Total,0,Total,3,Other Non Hispanic,10,Allegany,628
2013,0,Total,0,Total,3,Other Non Hispanic,11,Broome,8457
2013,0,Total,0,Total,3,Other Non Hispanic,12,Cattaraugus,3270
2013,0,Total,0,Total,3,Other Non Hispanic,13,Cayuga,847
2013,0,Total,0,Total,3,Other Non Hispanic,14,Chautauqua,1599
2013,0,Total,0,Total,3,Other Non Hispanic,15,Chemung,1516
2013,0,Total,0,Total,3,Other Non Hispanic,16,Chenango,462
2013,0,Total,0,Total,3,Other Non Hispanic,17,Clinton,1442
2013,0,Total,0,Total,3,Other Non Hispanic,18,Columbia,1365
2013,0,Total,0,Total,3,Other Non Hispanic,19,Cortland,682
2013,0,Total,0,Total,3,Other Non Hispanic,20,Delaware,551
2013,0,Total,0,Total,3,Other Non Hispanic,21,Dutchess,12452
2013,0,Total,0,Total,3,Other Non Hispanic,22,Erie,34007
2013,0,Total,0,Total,3,Other Non Hispanic,23,Essex,425
2013,0,Total,0,Total,3,Other Non Hispanic,24,Franklin,4304
2013,0,Total,0,Total,3,Other Non Hispanic,25,Fulton,539
2013,0,Total,0,Total,3,Other Non Hispanic,26,Genesee,1170
2013,0,Total,0,Total,3,Other Non Hispanic,27,Greene,628
2013,0,Total,0,Total,3,Other Non Hispanic,28,Hamilton,37
2013,0,Total,0,Total,3,Other Non Hispanic,29,Herkimer,508
2013,0,Total,0,Total,3,Other Non Hispanic,30,Jefferson,3127
2013,0,Total,0,Total,3,Other Non Hispanic,31,Lewis,179
2013,0,Total,0,Total,3,Other Non Hispanic,32,Livingston,1175
2013,0,Total,0,Total,3,Other Non Hispanic,33,Madison,1199
2013,0,Total,0,Total,3,Other Non Hispanic,34,Monroe,29411
2013,0,Total,0,Total,3,Other Non Hispanic,35,Montgomery,529
2013,0,Total,0,Total,3,Other Non Hispanic,36,Nassau,121565
2013,0,Total,0,Total,3,Other Non Hispanic,37,Niagara,4931
2013,0,Total,0,Total,3,Other Non Hispanic,38,Oneida,8732
2013,0,Total,0,Total,3,Other Non Hispanic,39,Onondaga,20588
2013,0,Total,0,Total,3,Other Non Hispanic,40,Ontario,1761
2013,0,Total,0,Total,3,Other Non Hispanic,41,Orange,11455
2013,0,Total,0,Total,3,Other Non Hispanic,42,Orleans,500
2013,0,Total,0,Total,3,Other Non Hispanic,43,Oswego,1469
2013,0,Total,0,Total,3,Other Non Hispanic,44,Otsego,1040
2013,0,Total,0,Total,3,Other Non Hispanic,45,Putnam,2521
2013,0,Total,0,Total,3,Other Non Hispanic,46,Rensselaer,4326
2013,0,Total,0,Total,3,Other Non Hispanic,47,Rockland,22075
2013,0,Total,0,Total,3,Other Non Hispanic,48,St Lawrence,2455
2013,0,Total,0,Total,3,Other Non Hispanic,49,Saratoga,5969
2013,0,Total,0,Total,3,Other Non Hispanic,50,Schenectady,8071
2013,0,Total,0,Total,3,Other Non Hispanic,51,Schoharie,322
2013,0,Total,0,Total,3,Other Non Hispanic,52,Schuyler,134
2013,0,Total,0,Total,3,Other Non Hispanic,53,Seneca,444
2013,0,Total,0,Total,3,Other Non Hispanic,54,Steuben,1758
2013,0,Total,0,Total,3,Other Non Hispanic,55,Suffolk,62351
2013,0,Total,0,Total,3,Other Non Hispanic,56,Sullivan,1593
2013,0,Total,0,Total,3,Other Non Hispanic,57,Tioga,537
2013,0,Total,0,Total,3,Other Non Hispanic,58,Tompkins,10786
2013,0,Total,0,Total,3,Other Non Hispanic,59,Ulster,4317
2013,0,Total,0,Total,3,Other Non Hispanic,60,Warren,755
2013,0,Total,0,Total,3,Other Non Hispanic,61,Washington,508
2013,0,Total,0,Total,3,Other Non Hispanic,62,Wayne,989
2013,0,Total,0,Total,3,Other Non Hispanic,63,Westchester,61536
2013,0,Total,0,Total,3,Other Non Hispanic,64,Wyoming,322
2013,0,Total,0,Total,3,Other Non Hispanic,65,Yates,174
2014,0,Total,0,Total,3,Other Non Hispanic,10,Allegany,773
2014,0,Total,0,Total,3,Other Non Hispanic,28,Hamilton,43
2014,0,Total,0,Total,3,Other Non Hispanic,65,Yates,191
2014,0,Total,0,Total,3,Other Non Hispanic,38,Oneida,9549
2014,0,Total,0,Total,3,Other Non Hispanic,29,Herkimer,555
2014,0,Total,0,Total,3,Other Non Hispanic,17,Clinton,1563
2014,0,Total,0,Total,3,Other Non Hispanic,31,Lewis,194
2014,0,Total,0,Total,3,Other Non Hispanic,43,Oswego,1592
2014,0,Total,0,Total,3,Other Non Hispanic,15,Chemung,1641
2014,0,Total,0,Total,3,Other Non Hispanic,19,Cortland,734
2014,0,Total,0,Total,3,Other Non Hispanic,11,Broome,9089
2014,0,Total,0,Total,3,Other Non Hispanic,58,Tompkins,11553
2014,0,Total,0,Total,3,Other Non Hispanic,9,Albany,19407
2014,0,Total,0,Total,3,Other Non Hispanic,22,Erie,36335
2014,0,Total,0,Total,3,Other Non Hispanic,45,Putnam,2686
2014,0,Total,0,Total,3,Other Non Hispanic,46,Rensselaer,4606
2014,0,Total,0,Total,3,Other Non Hispanic,48,St Lawrence,2612
2014,0,Total,0,Total,3,Other Non Hispanic,52,Schuyler,142
2014,0,Total,0,Total,3,Other Non Hispanic,42,Orleans,527
2014,0,Total,0,Total,3,Other Non Hispanic,55,Suffolk,65700
2014,0,Total,0,Total,3,Other Non Hispanic,37,Niagara,5185
2014,0,Total,0,Total,3,Other Non Hispanic,39,Onondaga,21634
2014,0,Total,0,Total,3,Other Non Hispanic,40,Ontario,1850
2014,0,Total,0,Total,3,Other Non Hispanic,4,Kings,327103
2014,0,Total,0,Total,3,Other Non Hispanic,50,Schenectady,8453
2014,0,Total,0,Total,3,Other Non Hispanic,36,Nassau,127212
2014,0,Total,0,Total,3,Other Non Hispanic,8,Rest of State,515400
2014,0,Total,0,Total,3,Other Non Hispanic,49,Saratoga,6243
2014,0,Total,0,Total,3,Other Non Hispanic,35,Montgomery,553
2014,0,Total,0,Total,3,Other Non Hispanic,3,Bronx,62791
2014,0,Total,0,Total,3,Other Non Hispanic,7,Richmond,40486
2014,0,Total,0,Total,3,Other Non Hispanic,54,Steuben,1830
2014,0,Total,0,Total,3,Other Non Hispanic,1,New York State,1774514
2014,0,Total,0,Total,3,Other Non Hispanic,14,Chautauqua,1663
2014,0,Total,0,Total,3,Other Non Hispanic,34,Monroe,30560
2014,0,Total,0,Total,3,Other Non Hispanic,2,New York City,1259114
2014,0,Total,0,Total,3,Other Non Hispanic,13,Cayuga,878
2014,0,Total,0,Total,3,Other Non Hispanic,32,Livingston,1218
2014,0,Total,0,Total,3,Other Non Hispanic,60,Warren,782
2014,0,Total,0,Total,3,Other Non Hispanic,6,Queens,619982
2014,0,Total,0,Total,3,Other Non Hispanic,5,New York,208752
2014,0,Total,0,Total,3,Other Non Hispanic,63,Westchester,63527
2014,0,Total,0,Total,3,Other Non Hispanic,41,Orange,11822
2014,0,Total,0,Total,3,Other Non Hispanic,27,Greene,648
2014,0,Total,0,Total,3,Other Non Hispanic,64,Wyoming,332
2014,0,Total,0,Total,3,Other Non Hispanic,51,Schoharie,331
2014,0,Total,0,Total,3,Other Non Hispanic,59,Ulster,4436
2014,0,Total,0,Total,3,Other Non Hispanic,16,Chenango,473
2014,0,Total,0,Total,3,Other Non Hispanic,20,Delaware,564
2014,0,Total,0,Total,3,Other Non Hispanic,62,Wayne,1011
2014,0,Total,0,Total,3,Other Non Hispanic,61,Washington,519
2014,0,Total,0,Total,3,Other Non Hispanic,44,Otsego,1061
2014,0,Total,0,Total,3,Other Non Hispanic,47,Rockland,22506
2014,0,Total,0,Total,3,Other Non Hispanic,21,Dutchess,12655
2014,0,Total,0,Total,3,Other Non Hispanic,30,Jefferson,3166
2014,0,Total,0,Total,3,Other Non Hispanic,12,Cattaraugus,3301
2014,0,Total,0,Total,3,Other Non Hispanic,24,Franklin,4342
2014,0,Total,0,Total,3,Other Non Hispanic,26,Genesee,1168
2014,0,Total,0,Total,3,Other Non Hispanic,23,Essex,424
2014,0,Total,0,Total,3,Other Non Hispanic,25,Fulton,536
2014,0,Total,0,Total,3,Other Non Hispanic,56,Sullivan,1584
2014,0,Total,0,Total,3,Other Non Hispanic,33,Madison,1190
2014,0,Total,0,Total,3,Other Non Hispanic,57,Tioga,521
2014,0,Total,0,Total,3,Other Non Hispanic,53,Seneca,425
2014,0,Total,0,Total,3,Other Non Hispanic,18,Columbia,1305
