,Year,County,Average NY AGI,Crime Total,Violent Crime Total,Deaths,Crude Rate,Adjusted Rate,Suicide Deaths,Population,Percentage Deaths by Suicide,"Suicide Rate Per 100,000",Population Total,Population Black Non Hispanic,Population Hispanic,Population Other Non Hispanic,Population White Non Hispanic,Population Male,Population Female
626,2013,Lewis,38157,332,24,227,836.1,637.4,4,27149,0.017600,14.7,27149,307,429,179,26234,13732,13417
627,2013,Livingston,43334,1088,56,541,836.1,668.8,11,64705,0.020300,17,64705,1813,2087,1175,59630,32487,32218
628,2013,Madison,48006,1156,55,577,797.2,652.3,10,72382,0.017300,13.8,72382,1477,1422,1199,68284,35572,36810
629,2013,Monroe,52053,23076,2686,6265,835.8,651.3,61,749606,0.009700,8.1,749606,114079,59251,29411,546865,362173,387433
630,2013,Montgomery,39566,1126,48,592,1186,808.4,10,49897,0.016900,20,49897,1130,6176,529,42062,24504,25393
631,2013,Nassau,93494,18684,2111,10586,782.9,554.1,100,1352146,0.009400,7.4,1352146,155178,212005,121565,863398,655582,696564
632,2013,Niagara,42287,6654,798,2401,1121,799.5,33,214249,0.013700,15.4,214249,15996,5380,4931,187942,104345,109904
633,2013,Oneida,41601,5988,537,2440,1045,715.3,34,233585,0.013900,14.6,233585,15410,12020,8732,197423,116499,117086
634,2013,Onondaga,51815,13987,1491,4065,867.9,672.8,56,468387,0.013800,12,468387,54427,20956,20588,372416,226145,242242
635,2013,Ontario,53444,2094,122,1005,921.1,654.9,14,109103,0.013900,12.8,109103,2839,4481,1761,100022,53422,55681
636,2013,Orange,59279,8593,868,2557,680.8,670.3,28,375592,0.011000,7.5,375592,38453,71941,11455,253743,187963,187629
637,2013,Orleans,37379,747,59,440,1042,809.7,2,42235,0.004500,4.7,42235,2748,1886,500,37101,20886,21349
638,2013,Oswego,40640,2676,157,1073,885.6,787.5,17,121165,0.015800,14,121165,1383,2761,1469,115552,60511,60654
639,2013,Otsego,42392,835,65,579,938.7,661.3,9,61683,0.015500,14.6,61683,1358,2121,1040,57164,29968,31715
640,2013,Putnam,76788,772,49,666,668.4,587.7,15,99645,0.022500,15.1,99645,2657,12548,2521,81919,49643,50002
641,2013,Rensselaer,48188,4137,471,1441,901.1,739.9,10,159918,0.006900,6.3,159918,11316,6895,4326,137381,79091,80827
642,2013,Rockland,71667,3805,395,2004,624.5,521.9,18,320903,0.009000,5.6,320903,37810,54004,22075,207014,157472,163431
643,2013,Saratoga,62571,3115,173,1707,762.5,622.4,32,223865,0.018700,14.3,223865,4204,6340,5969,207352,110489,113376
644,2013,Schenectady,49269,5379,676,1555,1001,737.4,16,155333,0.010300,10.3,155333,16916,9981,8071,120365,75542,79791
645,2013,Schoharie,40258,536,27,292,917,662.8,4,31844,0.013700,12.6,31844,498,955,322,30069,15814,16030
646,2013,Schuyler,40281,165,14,176,953.4,692.4,3,18460,0.017000,16.3,18460,283,328,134,17715,9306,9154
647,2013,Seneca,39762,794,62,314,886.8,650.1,4,35409,0.012700,11.3,35409,1875,1140,444,31950,18516,16893
648,2013,Steuben,43752,1533,123,924,936.6,687.8,7,98650,0.007600,7.1,98650,1916,1497,1758,93479,48946,49704
649,2013,Suffolk,72061,26373,1930,11546,769.9,629.6,141,1499738,0.012200,9.4,1499738,112051,265513,62351,1059823,738426,761312
650,2013,Sullivan,44822,1718,172,696,907.8,739.2,12,76665,0.017200,15.7,76665,6887,11050,1593,57135,39332,37333
651,2013,Tioga,43951,650,27,349,694.6,514.9,3,50243,0.008600,6,50243,557,809,537,48340,24907,25336
652,2013,Tompkins,55509,2902,109,665,641.8,641.2,19,103617,0.028600,18.3,103617,4813,4768,10786,83250,51089,52528
653,2013,Ulster,49269,3580,294,1661,917.7,669.7,17,180998,0.010200,9.4,180998,11795,17115,4317,147771,89887,91111
654,2013,Warren,46172,1292,53,669,1024,664.7,7,65337,0.010500,10.7,65337,939,1388,755,62255,31945,33392
655,2013,Washington,39196,882,71,562,890.7,637.8,9,63093,0.016000,14.3,63093,2035,1523,508,59027,32586,30507
656,2013,Wayne,42651,1842,153,819,885.7,711.2,11,92473,0.013400,11.9,92473,3193,3651,989,84640,45879,46594
657,2013,Westchester,133746,14129,2191,7015,724.1,534.3,65,968802,0.009300,6.7,968802,135977,225423,61536,545866,467867,500935
658,2013,Wyoming,41143,510,41,366,881.3,756.5,8,41531,0.021900,19.3,41531,2441,1280,322,37488,22629,18902
659,2013,Yates,37282,413,14,246,977.9,690.5,0,25156,0.000000,0,25156,319,508,174,24155,12251,12905
